zip_id,lat,lon,prescriber_count,prevalence_index,potential,current_rep,greedy_rep,optimized_rep
Z100,3.142918568673425,49.16158751168324,14,1.9184155686466957,23.8,10,23,23
Z101,63.64104112637804,47.34717707805657,15,2.233541625902373,27.0,10,8,8
Z102,31.435598107632668,17.320186991001517,14,4.873727161331154,61.2,5,11,11
Z103,50.85706911647028,43.385164923797305,21,2.060633233169298,51.5,9,13,13
Z104,90.7566473926093,39.85047343973734,17,10.079254937137215,192.0,9,10,0
Z105,24.929222914887493,61.585009805221645,18,4.59160125577276,97.8,13,7,7
Z106,41.038292303562976,63.50936508676438,18,3.432423884215347,61.5,14,1,1
Z107,75.55511385430486,4.530400977204452,18,3.6529571252416004,55.5,1,19,19
Z108,22.879816549162246,37.46126146264712,22,2.7119735118112294,60.8,8,17,17
Z109,7.697990982879299,62.58599157142364,17,0.6146284140709075,10.3,14,23,23
Z110,28.9751452913768,50.31362585800877,26,2.234924647452008,66.1,11,17,17
Z111,16.122128725400444,85.64898411883223,21,9.272713315396855,163.4,19,6,6
Z112,92.96976523425731,65.8693631618945,14,3.947099983374821,55.0,15,22,22
Z113,80.8120379564417,16.29344270814297,20,6.833745273853191,117.5,4,19,19
Z114,63.34037565104234,7.056874740042984,25,6.966191460950175,161.9,2,5,5
Z115,87.14605901877177,64.24192782063156,14,3.2348902176026124,49.6,14,22,22
Z116,80.36720768991145,2.6511310541621813,16,5.317234030697837,84.3,0,19,19
Z117,18.657005888603585,58.57755812734633,17,0.6950130187342899,11.2,13,7,7
Z118,89.25589984899777,94.02302414249576,13,8.783896370025241,109.4,21,4,4
Z119,53.93422419156507,57.5474177875879,13,8.317304215950784,106.4,13,1,1
Z120,80.74401551640625,38.816992620652194,23,4.7785426858878814,122.4,9,10,10
Z121,89.60912999234932,64.32882184423532,15,4.0527069718812685,70.3,14,22,22
Z122,31.800347497186387,45.825289049151664,22,3.267787388647719,85.0,10,17,17
Z123,11.005192452767677,54.56167893159349,21,7.370710021693667,172.5,12,23,23
Z124,22.793516254194166,94.14648087765252,16,5.749231921580322,85.2,22,18,18
Z125,42.71077886262563,38.610263780077425,20,2.4823586410472123,53.4,8,13,13
Z126,81.80147659224932,96.11905638239142,14,1.1975918349580783,16.3,22,4,4
Z127,86.07305832563435,90.53506419560637,19,0.9834293098574552,16.9,21,4,4
Z128,0.6952130531190703,19.579113478929642,27,7.318673094164258,224.5,5,2,2
Z129,51.07473025775657,6.9361300875165455,22,3.213646686459994,57.6,1,5,5
Z130,41.7411003148779,10.077800137742665,20,4.722988279160354,109.6,3,11,11
Z131,22.210781047073024,1.8221825651549728,18,3.5356470184808786,62.7,0,11,11
Z132,11.98653673336828,9.44429607559284,18,0.9968657684044607,18.9,3,2,2
Z133,33.7615171403628,68.30067734163569,25,0.7131540282613943,19.0,15,3,3
Z134,94.29097039125192,7.118864846022898,20,2.3456309463495284,54.3,2,14,14
Z135,32.320293202075526,31.89756302937613,10,2.511724517562548,26.5,6,13,13
Z136,51.87906217433661,84.48753109694546,23,2.51043000518766,60.4,19,9,9
Z137,70.30189588951778,2.3271935735825866,17,2.56993215835799,36.1,0,19,19
Z138,36.3629602379294,81.44684825889358,19,12.08464567479376,231.3,19,3,3
Z139,97.17820827209607,28.185477477339994,17,6.763919524707613,98.9,6,0,0
Z140,96.24472949421113,11.816482762165625,22,3.988679041253626,96.1,4,14,14
Z141,25.178229582536417,69.67371653641507,15,3.1518564411757737,47.5,15,3,3
Z142,49.72485058923854,62.8942846779884,14,3.2381466361571976,48.6,14,1,1
Z143,30.087830981676966,87.74720135270529,19,5.605406751779135,87.0,20,18,18
Z144,28.484049437746762,73.50710438038858,26,3.129237290046534,67.8,16,3,3
Z145,3.6886947354532795,80.34809303848486,20,6.30319844968266,137.0,18,6,6
Z146,60.956433397989684,28.203457257130648,14,4.310385664353921,50.0,6,20,20
Z147,50.26790232288615,17.743954377972283,19,12.155630167749399,191.3,5,5,13
Z148,5.147875124998935,75.06147516408583,15,2.985748575939297,36.0,17,6,6
Z149,27.864646423661142,80.6834739267264,20,7.091448356962661,167.7,18,3,18
Z150,90.82658859666537,99.05051420006733,23,1.30471959360799,32.9,23,4,4
Z151,23.95618906669724,41.26176769114265,19,1.968235038105367,35.2,9,17,17
Z152,14.48948720912231,37.201808579278314,18,11.120021152293404,183.9,8,12,12
Z153,48.9452760277563,77.64129607419969,14,6.122309226135609,80.6,17,9,9
Z154,98.56504541106007,34.08035402530179,17,4.7839667904059775,90.3,7,0,0
Z155,24.20552715115004,93.07573256035647,21,14.1864416490065,317.1,21,18,18
Z156,67.21355474058785,85.84127518430118,22,3.186764547199349,61.3,20,16,16
Z157,76.16196153287176,42.89940273750184,15,7.080106972830175,92.4,9,10,10
Z158,23.763754399239968,75.08710677914974,23,7.433561218261761,143.5,17,3,3
Z159,72.82163486118596,75.45428740846823,21,9.579628045542695,214.1,17,16,16
Z160,36.77831327192532,10.31238688359326,12,1.163119356630518,15.4,3,11,11
Z161,63.23058305935795,90.25529066795667,24,3.170456180602019,68.9,20,21,21
Z162,63.35297107608947,50.525237244785714,21,4.2562895725738255,72.3,11,8,8
Z163,53.57746840747585,82.64574661077417,15,9.477072912767442,118.4,19,9,9
Z164,9.02897700544083,32.00496010306117,14,4.646835465137716,77.2,7,12,12
Z165,83.5302495589238,89.55232284962005,18,7.444320873888499,123.0,20,4,4
Z166,32.07800649717358,38.92016787341631,23,1.0621940225126203,27.1,9,17,17
Z167,18.651851039985424,1.083765148029836,16,2.622545277361046,44.1,0,2,11
Z168,4.077514155476392,90.53819764192636,20,8.296495185556465,158.1,21,15,15
Z169,59.08929431882418,9.128667678613356,21,2.906135587348373,53.8,3,5,5
Z170,67.75643618422824,31.93136375904149,20,3.373720282656682,57.3,7,20,20
Z171,1.6587828927856152,95.0061967050805,23,9.377897245788457,225.6,22,15,15
Z172,51.2093058299281,95.06071469375561,25,1.5898571311473266,44.1,22,9,9
Z173,22.649577519793795,57.34378881232861,25,1.9407545132149344,51.3,13,7,7
Z174,64.51727904094498,63.183721216979926,18,0.9512792184500085,17.3,14,8,8
Z175,17.436642900499145,44.84455219783198,16,9.624497281182196,125.8,10,17,17
Z176,69.09377381024659,29.321077169806454,21,6.679574231486338,166.6,6,20,20
Z177,38.67353463005374,32.8664545369916,14,6.5651122311189205,102.9,7,13,13
Z178,93.67299887367345,67.25184560770384,14,2.5629993270915676,32.9,15,22,22
Z179,13.752094414599325,75.237452943768,13,0.8787950354239243,13.6,17,6,6
Z180,34.10663510502585,79.15790437258485,16,0.6342266349678589,10.6,18,3,3
Z181,11.347352124058908,78.96181427945538,21,8.337181832954224,180.9,18,6,6
Z182,92.46936182785628,9.120610304869036,15,5.011624990574278,82.6,3,14,14
Z183,87.7339353380981,49.442030470258146,25,5.701941247914365,160.3,11,10,10
Z184,25.79416277151556,5.755876001664428,20,4.113354577935747,87.4,1,11,11
Z185,65.99840460341791,54.95288823237355,18,1.740988154966545,26.7,12,8,8
Z186,81.72222002012158,44.1530501373377,19,2.659883716410762,47.3,10,10,10
Z187,55.52008115994623,88.77041827582998,14,1.3769076464853345,22.6,20,9,9
Z188,52.965057835600646,35.09150125520787,12,1.218698035867462,13.0,7,20,20
Z189,24.18522909004517,11.706701642760587,15,6.3110545915982845,89.8,4,11,11
Z190,9.310276780589922,14.299168205283586,16,0.7003756008482992,10.9,4,2,2
Z191,89.72157579533267,76.15106317174723,22,1.3856672528504574,29.7,17,22,22
Z192,90.04180571633304,61.82180633162611,20,2.7863226944151642,58.2,14,22,22
Z193,63.31014572732679,10.112267612279025,22,3.612881521968503,93.6,3,5,5
Z194,33.90297910487007,8.410680611499743,20,0.9390924102711056,16.8,2,11,11
Z195,34.92095746126609,70.096913145912,19,4.604883031479957,74.2,15,3,3
Z196,72.59556788702393,7.276300636419353,17,3.945546316830749,59.0,2,19,19
Z197,89.71102599525771,82.18600592903562,13,8.241767740666516,123.7,19,4,4
Z198,88.70864242651173,70.62422271564962,22,3.6591802007941894,85.2,16,22,22
Z199,77.98755458576238,8.134878064189976,21,4.942106094023974,94.9,2,19,19
Z200,64.20316461542878,8.483771408519193,23,1.8294778487040046,47.4,2,5,5
Z201,8.413996499504883,98.66395785011754,16,1.8979746600643903,34.8,23,15,15
Z202,16.162871409461378,37.427079575612034,17,1.0427330485054913,20.2,8,12,12
Z203,89.85541885270793,37.06421470668909,26,1.8452500874491526,56.0,8,0,0
Z204,60.642905965958995,81.27995672575025,28,2.628301150008893,66.3,18,16,9
Z205,0.9197051616629648,94.72485773838586,14,7.704355666052931,118.9,22,15,15
Z206,10.147154286603211,98.6001063822871,23,1.608233764255299,36.4,23,15,15
Z207,66.35017691080559,75.33781852589416,21,12.506249450890731,298.6,17,16,16
Z208,0.5061583846218687,37.62595855309158,16,5.252126957109277,91.7,8,12,12
Z209,16.080805141749867,8.350071669866876,28,4.51997660475395,140.6,2,2,2
Z210,54.87337893665861,77.71469159274368,14,3.447738522706298,51.3,17,9,9
Z211,69.18951976926932,55.840424973580504,26,2.967999921051862,67.2,12,8,8
Z212,65.19612595026005,42.42220092469763,22,2.0911521716320376,46.8,9,20,20
Z213,22.42693094605598,90.6354385094736,26,0.899949806984967,27.9,21,18,18
Z214,71.2179221347536,11.119748230615134,28,1.6590657627418814,54.6,3,19,19
Z215,23.724908749680008,49.262510429085914,17,9.609331067084586,133.5,10,17,17
Z216,32.539969815926774,1.1353644767419069,15,5.028838302559774,65.3,0,11,11
Z217,74.64914051180241,46.86606419941263,17,9.553374047718604,138.5,10,10,8
Z218,64.96328990472146,5.630327568183735,11,2.0457154675483142,24.5,1,5,5
Z219,84.9223410494178,11.881791626807193,19,1.3397748891693648,28.7,4,14,14
Z220,65.76128923003434,11.752624677710488,17,3.4221131969879433,51.5,4,5,5
Z221,56.830860333547164,64.92103021160635,25,1.714318179243037,43.0,14,1,1
Z222,9.367476782809248,74.60448792654233,15,3.9741363537956707,67.7,16,6,6
Z223,36.77158030594335,58.336876509715964,25,0.7137880488126506,19.5,13,1,1
Z224,26.520236768172545,96.21725484745419,25,0.38079737099956945,9.7,22,18,18
Z225,24.398964337908357,37.48705795237041,27,4.395425110839771,123.0,8,17,17
Z226,97.30105547524455,28.571208628186074,23,9.785366125126487,225.8,6,0,14
Z227,39.30977246667604,86.85991281894603,19,4.536508319207162,79.2,20,9,9
Z228,89.20465551771133,22.359583851945263,23,4.9927328842728365,117.8,5,0,0
Z229,63.11386259972629,96.32225394406113,18,3.533454815843798,68.4,22,21,21
Z230,79.48113035416485,1.2154474689816341,15,3.790021887891597,65.3,0,19,19
Z231,50.26370931051921,96.98788267076391,17,0.8534142356922192,15.3,23,9,9
Z232,57.69038846263591,4.315991195057611,16,1.7720407728118241,31.3,1,5,5
Z233,49.25176938188639,89.11431136980711,9,7.651896355194247,59.5,20,9,9
Z234,19.52429877980445,52.77011090862999,17,2.5812955517350926,43.2,11,7,7
Z235,72.24521152615053,99.29647961193004,23,7.5490392895680705,139.6,23,21,21
Z236,28.07723624408558,7.379656473539886,18,3.71279726113765,60.1,2,11,11
Z237,2.431596643145384,55.38542844013208,28,3.854197018796308,117.7,12,23,23
Z238,64.54722959071678,96.9302535619099,20,2.597205286785273,62.2,23,21,21
Z239,17.711067940704893,52.30978441701488,28,5.51631304573382,129.7,11,7,7
